ID,FullName,Height,Nationality,Overall,Potential,BestPosition,Club,ValueEUR,ContractUntil,IntReputation,PreferredFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Born,MP,Starts,Min,90s,Goals,Assists,PasTotCmp%,Int,Clr,AerWon,Touches,PasLonCmp,Fls,Fld,SoT
209288,Florent Mollet,174,France,76,76,RM,FC Schalke 04,7000000,2025.0,2,Right,3,Medium,Medium,70,75,76,78,51,64,9,13,12,12,15,1991,3,2,155,1.7,0,0.0,75.3,0.59,2.94,0.59,62.4,1.76,3.53,2.35,0.0
209331,Mohamed Salah,175,Egypt,90,90,RW,Liverpool,115500000,2023.0,4,Left,4,High,Medium,90,89,82,90,45,75,14,14,9,11,14,1992,20,20,1776,19.7,7,0.2,75.2,0.2,0.15,0.15,39.5,0.76,0.71,0.61,1.22
209519,Gaëtan Laborde,181,France,81,81,ST,OGC Nice,26500000,2025.0,2,Left,3,High,High,74,81,76,79,40,79,14,15,9,14,9,1994,18,16,1399,15.5,6,0.06,64.2,0.32,0.71,2.32,34.6,0.58,0.9,1.23,1.29
209618,Florian Tardieu,184,France,72,72,CDM,ESTAC Troyes,2000000,2024.0,1,Right,3,Medium,Medium,48,63,70,67,68,75,15,13,12,8,15,1992,14,11,1008,11.2,3,0.0,86.8,2.05,1.34,0.63,77.7,7.5,0.98,1.79,0.18
209658,Leon Goretzka,189,Germany,87,88,CM,FC Bayern München,91000000,2026.0,4,Right,3,High,Medium,78,82,82,83,81,86,13,8,15,11,9,1995,15,13,1016,11.3,3,0.09,81.9,1.5,1.95,2.74,64.3,2.04,1.42,0.97,0.62
209781,Pierrick Capelle,181,France,74,74,RM,Angers SCO,1700000,2023.0,2,Left,3,Medium,Medium,64,72,74,73,69,69,9,12,16,9,16,1987,16,9,820,9.1,0,0.22,81.1,1.32,1.65,0.99,58.4,3.19,2.2,0.55,0.55
209846,Christian Günter,184,Germany,80,80,LB,Sport-Club Freiburg,18500000,2026.0,2,Left,3,High,Medium,80,58,71,71,75,82,9,15,9,8,14,1993,20,20,1765,19.6,0,0.1,71.4,0.56,1.17,0.31,50.9,3.11,1.02,0.36,0.31
209889,Raphaël Guerreiro,170,Portugal,82,82,CAM,Borussia Dortmund,27500000,2023.0,3,Left,4,High,Low,74,77,86,87,75,55,12,6,8,11,8,1993,16,16,1390,15.4,1,0.39,83.8,1.56,0.65,0.19,76.0,2.47,0.32,0.39,0.39
209981,Yassine Bounou,192,Morocco,84,84,GK,Sevilla FC,22500000,2025.0,1,Left,1,Medium,Medium,84,81,76,86,36,84,84,81,76,84,86,1991,19,19,1665,18.5,0,0.0,75.0,0.05,0.43,0.16,40.4,8.81,0.0,0.05,0.0
209989,Thomas Partey,185,Ghana,84,84,CDM,Arsenal,36000000,2024.0,2,Right,3,Medium,High,65,71,81,80,80,83,11,13,9,9,7,1993,18,18,1539,17.1,2,0.0,86.2,1.17,1.7,1.17,82.3,6.49,1.11,0.64,0.18
210008,Adrien Rabiot,192,France,80,81,CM,Juventus,24000000,2023.0,2,Left,3,Medium,Medium,75,73,76,79,76,79,9,12,9,7,15,1995,17,16,1398,15.5,3,0.13,82.6,1.03,0.97,1.23,50.3,2.77,1.16,1.55,0.77
210047,Fabian Schär,188,Switzerland,77,77,CB,Newcastle United,8500000,2024.0,2,Right,2,High,Medium,51,67,70,67,78,74,8,9,11,10,15,1991,21,21,1873,20.8,1,0.0,75.5,1.78,4.33,2.64,64.7,5.91,0.48,0.72,0.43
210324,Jonas Hofmann,176,Germany,81,81,CAM,Borussia Mönchengladbach,25500000,2025.0,2,Right,3,High,High,73,76,80,80,64,72,6,6,10,10,10,1992,16,16,1402,15.6,7,0.32,73.0,0.51,0.58,0.38,54.7,4.17,0.58,1.79,0.77
210413,Alessio Romagnoli,185,Italy,80,80,CB,Lazio,19500000,2027.0,2,Left,2,Medium,Medium,66,40,55,67,83,77,9,14,12,8,9,1995,21,20,1772,19.7,1,0.0,88.9,1.27,3.5,2.39,61.3,4.52,0.96,0.66,0.1
210625,Kevin Mbabu,184,Switzerland,77,77,RB,Fulham,10000000,2025.0,2,Right,3,High,Medium,83,51,66,71,73,81,8,7,7,14,14,1995,6,1,144,1.6,0,0.63,72.3,1.88,1.88,1.25,71.3,2.5,2.5,0.0,0.0
210665,Marcel Halstenberg,188,Germany,78,78,CB,RB Leipzig,11500000,2024.0,2,Left,3,High,Medium,63,66,73,71,76,79,9,15,14,10,16,1991,17,10,977,10.9,1,0.09,80.3,1.01,1.47,1.56,78.6,3.58,1.01,0.37,0.18
210676,Wladimiro Falcone,195,Italy,69,71,GK,Lecce,1300000,2023.0,1,Right,1,Medium,Medium,70,71,66,75,27,67,70,71,66,67,75,1995,22,22,1980,22.0,0,0.0,52.4,0.05,0.68,0.45,35.2,7.45,0.05,0.09,0.0
210697,Christian Nørgaard,187,Denmark,76,76,CDM,Brentford,6500000,2025.0,1,Right,3,Medium,High,58,60,69,69,76,78,11,9,13,14,11,1994,12,11,959,10.7,1,0.19,72.6,2.15,2.15,0.84,54.2,2.24,1.4,0.93,0.56
210723,Niko Gießelmann,182,Germany,73,73,LWB,1. FC Union Berlin,2600000,2023.0,1,Left,3,Medium,Medium,66,60,71,68,70,75,10,13,10,14,7,1991,16,10,945,10.5,0,0.19,67.0,0.57,1.81,1.52,63.3,5.05,1.24,1.05,0.29
210864,Elseid Hysaj,182,Albania,75,75,LB,Lazio,5000000,2025.0,2,Right,3,Medium,Medium,75,51,65,72,72,72,12,6,14,9,11,1994,18,8,803,8.9,0,0.11,81.8,1.01,2.02,1.35,73.0,3.15,0.9,0.67,0.11
210881,John McGinn,178,Scotland,79,80,CM,Aston Villa,20000000,2025.0,2,Left,3,High,High,69,74,76,77,73,81,9,13,12,10,12,1994,17,14,1223,13.6,0,0.07,75.3,0.88,0.51,0.96,50.1,3.82,1.47,1.91,0.37
210896,Morgan Sanson,180,France,76,76,CM,Aston Villa,8000000,2025.0,2,Right,4,Medium,Medium,69,73,77,75,70,72,6,16,16,9,9,1994,2,0,11,0.1,0,0.0,71.4,0.0,0.0,0.0,90.0,0.0,0.0,20.0,0.0
210935,Domenico Berardi,183,Italy,84,84,RM,U.S. Sassuolo Calcio,45000000,2027.0,2,Left,4,Medium,Medium,82,81,81,86,36,71,5,6,5,5,6,1994,13,10,914,10.2,4,0.29,67.9,0.88,0.88,0.49,56.1,4.41,1.57,1.96,0.78
211110,Paulo Dybala,177,Argentina,86,86,CAM,Roma,69500000,2025.0,3,Left,4,High,Low,80,85,85,90,40,59,5,4,4,5,8,1993,16,15,1179,13.1,8,0.46,77.8,0.46,0.23,0.15,55.0,4.81,0.61,2.75,0.99
211117,Dele Alli,188,England,77,80,ST,Beşiktaş JK,14000000,2023.0,3,Right,4,Medium,Medium,65,77,75,78,64,71,7,6,9,11,8,1996,2,0,40,0.4,0,0.0,80.0,0.0,0.0,2.5,50.0,0.0,0.0,2.5,0.0
211270,Esteban Saveljich,187,Montenegro,71,71,CB,Rayo Vallecano,1300000,2023.0,1,Right,2,High,Medium,39,32,49,45,71,79,12,12,10,14,15,1991,1,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211300,Anthony Martial,184,France,80,83,ST,Manchester United,28000000,2024.0,3,Right,4,Low,Low,83,79,72,84,35,66,9,8,8,15,11,1995,9,6,458,5.1,3,0.39,80.5,0.2,0.39,0.98,33.9,0.39,0.78,0.59,0.98
211320,Daniele Rugani,190,Italy,76,77,CB,Juventus,7500000,2024.0,2,Right,2,Low,Medium,55,40,55,63,78,71,5,10,5,5,5,1994,3,3,258,2.9,0,0.0,86.6,0.69,3.45,2.41,64.1,4.14,1.03,0.0,0.34
211348,Stole Dimitrievski,188,North Macedonia,78,79,GK,Rayo Vallecano,11000000,2024.0,1,Right,1,Medium,Medium,77,82,75,79,36,78,77,82,75,78,79,1993,19,19,1710,19.0,0,0.0,61.5,0.0,0.47,0.26,32.7,6.42,0.0,0.05,0.0
211354,Marco Benassi,184,Italy,72,72,CM,Fiorentina,2500000,2024.0,2,Right,3,High,Medium,54,70,71,75,70,66,11,7,5,12,14,1994,2,1,93,1.0,0,0.0,86.7,1.0,1.0,3.0,112.0,26.0,1.0,1.0,0.0
211361,Danilo Cataldi,180,Italy,76,77,CM,Lazio,7500000,2024.0,2,Right,3,Medium,High,72,71,77,76,73,70,7,10,11,12,9,1994,20,19,1396,15.5,0,0.06,84.5,1.23,1.42,0.06,69.2,4.58,0.71,1.1,0.06
211381,Sofiane Boufal,175,Morocco,77,77,CAM,Angers SCO,11000000,2024.0,2,Right,4,Medium,Low,79,71,75,84,30,56,9,16,10,14,7,1993,13,9,834,9.3,4,0.32,76.0,0.54,0.11,0.11,66.0,2.69,2.15,2.15,0.97
211382,Ibrahim Amadou,183,France,73,73,CDM,Angers SCO,2600000,2023.0,2,Right,3,Low,High,65,55,65,70,71,80,6,7,11,14,14,1993,6,4,401,4.5,0,0.0,86.9,1.78,4.0,1.33,49.3,2.67,0.89,0.44,0.0
211408,Karol Linetty,176,Poland,74,75,CDM,Torino F.C.,4800000,2024.0,2,Right,3,High,High,64,63,71,75,72,69,13,8,11,14,6,1995,21,14,1240,13.8,1,0.0,85.2,1.01,1.3,1.01,54.2,2.68,2.17,0.72,0.29
211454,Mohamed Elneny,179,Egypt,76,76,CDM,Arsenal,6500000,2023.0,1,Right,3,Medium,High,56,63,71,70,73,73,7,15,15,12,6,1992,5,1,113,1.3,0,0.0,95.0,0.0,0.0,0.0,48.5,4.62,0.77,0.77,0.0
211514,Reece James,169,England,68,68,LWB,Sheffield Wednesday,1100000,2023.0,1,Left,3,High,High,76,51,58,67,63,59,6,10,10,9,9,1999,10,9,760,8.4,1,0.12,85.8,0.95,1.55,1.55,86.8,5.36,0.83,1.07,0.48
211591,Moussa Dembélé,183,France,80,83,ST,Olympique Lyonnais,28500000,2023.0,2,Right,3,Medium,Low,72,79,64,74,30,79,7,13,11,10,8,1996,15,6,611,6.8,2,0.0,75.4,0.0,0.44,2.5,30.6,0.15,1.76,0.15,1.18
211748,Kerem Demirbay,183,Germany,81,81,CM,Bayer 04 Leverkusen,25500000,2024.0,2,Left,4,High,Medium,69,76,81,82,71,72,14,15,11,14,14,1993,17,10,904,10.0,3,0.3,74.2,0.9,0.5,0.4,74.1,5.3,1.6,1.1,0.3
211784,Neal Maupay,173,France,76,78,ST,Everton,9500000,2025.0,1,Right,3,Medium,Medium,74,77,67,73,41,72,11,12,7,8,14,1996,14,7,712,7.9,1,0.0,74.7,0.25,0.0,1.27,29.1,0.38,1.27,2.03,0.89
211856,Kevin Akpoguma,192,Nigeria,75,77,CB,TSG Hoffenheim,6000000,2024.0,2,Right,3,Medium,Medium,77,48,59,70,76,73,14,13,10,12,7,1995,16,10,1030,11.4,0,0.0,78.7,1.14,2.37,2.46,60.6,3.77,1.49,0.7,0.09
211862,André Hahn,185,Germany,74,74,ST,FC Augsburg,3600000,2023.0,2,Right,3,High,High,69,74,68,70,55,83,14,14,13,15,11,1990,7,4,391,4.3,2,0.0,39.8,0.93,3.26,3.02,36.3,0.47,1.86,0.7,0.47
211879,Janik Haberer,186,Germany,73,73,CM,1. FC Union Berlin,3000000,2022.0,2,Right,3,Medium,Medium,63,63,70,73,62,70,14,16,10,15,13,1994,18,18,1253,13.9,5,0.07,68.8,0.58,1.01,1.44,38.1,1.22,1.44,1.58,0.72
211899,Florian Niederlechner,187,Germany,74,74,ST,FC Augsburg,3600000,2023.0,2,Right,3,High,High,68,75,63,73,35,78,15,7,6,16,16,1990,14,10,910,10.1,4,0.1,59.0,0.1,0.89,2.87,32.9,0.5,1.29,1.19,1.49
211999,Rani Khedira,189,Germany,74,75,CB,1. FC Union Berlin,4099999,2026.0,2,Right,2,Low,High,58,43,58,61,76,80,9,13,11,12,8,1994,19,19,1663,18.5,0,0.0,74.3,1.3,1.14,1.46,41.8,1.68,2.05,0.49,0.0
212096,Vincenzo Grifo,180,Italy,81,81,LM,Sport-Club Freiburg,25500000,2026.0,2,Right,4,Medium,Medium,74,75,80,81,40,63,10,12,8,8,14,1993,19,16,1289,14.3,11,0.21,74.1,0.56,0.63,0.42,60.6,4.48,0.21,1.19,0.91
212153,Roberto Gagliardini,188,Italy,76,76,CDM,Inter,6500000,2023.0,2,Right,3,Medium,Medium,53,63,71,73,76,74,12,6,8,7,9,1994,10,3,394,4.4,0,0.0,78.5,0.23,1.36,2.5,52.5,1.82,1.59,1.82,0.45
212188,Timo Werner,180,Germany,82,84,ST,RB Leipzig,38000000,2026.0,3,Right,3,High,Medium,90,80,69,82,35,69,9,9,8,15,9,1996,14,11,1009,11.2,5,0.09,70.9,0.27,0.27,0.18,38.7,0.8,0.45,0.71,1.16
212190,Niklas Süle,195,Germany,85,87,CB,Borussia Dortmund,59000000,2026.0,3,Right,3,Medium,Medium,71,48,66,59,85,83,15,7,14,7,15,1995,17,13,1148,12.8,1,0.16,89.5,0.7,2.03,1.33,86.3,8.28,0.39,0.31,0.39
212194,Julian Brandt,185,Germany,82,85,CAM,Borussia Dortmund,40000000,2024.0,3,Right,4,High,Medium,67,78,82,85,48,65,11,16,11,8,9,1996,20,17,1495,16.6,6,0.24,75.5,0.6,0.12,0.42,61.4,3.86,0.3,0.66,0.66
212212,Dominik Kohr,183,Germany,76,77,CB,1. FSV Mainz 05,7000000,2026.0,2,Right,3,Medium,High,80,62,63,71,77,81,6,11,9,10,7,1994,17,17,1410,15.7,2,0.0,72.0,1.34,1.08,1.46,57.2,2.36,1.4,1.34,0.19
212214,Augusto Solari,180,Argentina,74,74,RM,RC Celta de Vigo,4099999,2023.0,1,Right,3,Medium,High,85,62,72,75,58,73,7,15,13,11,7,1992,8,2,194,2.2,0,0.45,79.8,1.36,1.36,1.36,56.4,1.82,3.18,1.36,0.0
212218,Aymeric Laporte,191,Spain,86,87,CB,Manchester City,64500000,2025.0,3,Left,2,Medium,Medium,61,50,72,69,86,79,10,11,5,14,5,1994,5,4,376,4.2,0,0.0,91.7,0.24,3.33,3.33,82.6,4.76,0.0,0.48,0.0
212219,Alexander Djiku,182,Ghana,77,79,CB,RC Strasbourg Alsace,11000000,2023.0,2,Right,2,Low,High,69,42,66,69,76,81,11,7,9,10,11,1994,21,21,1796,20.0,1,0.1,81.0,2.05,4.8,2.9,65.7,7.5,0.95,0.65,0.1
212225,Enzo Roco,192,Chile,74,74,CB,Elche CF,3500000,2023.0,2,Right,2,Medium,High,32,41,55,58,75,76,13,9,13,13,13,1992,15,14,1155,12.8,0,0.0,82.9,0.78,2.81,2.27,48.4,3.91,1.8,0.63,0.08
212228,Ivan Toney,187,England,77,79,ST,Brentford,13000000,2025.0,1,Right,3,High,High,78,77,64,73,49,82,16,8,8,7,8,1996,20,20,1789,19.9,14,0.15,58.7,0.45,1.06,3.47,39.0,0.65,1.76,2.31,1.01
212242,Robert Andrich,186,Germany,81,82,CDM,Bayer 04 Leverkusen,26500000,2026.0,2,Right,3,High,High,63,76,76,73,79,85,7,9,10,13,15,1994,18,17,1416,15.7,2,0.13,83.7,1.15,2.1,1.4,63.3,3.31,1.78,0.57,0.25
212244,Christopher Lenz,181,Germany,74,74,LWB,Eintracht Frankfurt,4099999,2024.0,1,Left,3,Medium,Medium,72,42,67,69,72,69,13,11,11,10,9,1994,12,5,613,6.8,0,0.29,74.1,1.32,2.5,0.88,63.7,5.15,1.03,0.88,0.29
212245,Yannick Gerhardt,184,Germany,76,76,CM,VfL Wolfsburg,7500000,2025.0,2,Left,3,Medium,Medium,69,69,74,75,72,76,13,13,7,11,6,1994,15,12,973,10.8,4,0.09,74.2,0.28,1.02,0.93,39.9,1.76,1.2,1.02,0.74
212419,Tyrone Mings,196,England,78,78,CB,Aston Villa,12000000,2024.0,2,Left,3,High,Medium,71,44,67,66,78,80,7,10,13,7,15,1993,19,19,1710,19.0,0,0.05,84.0,1.68,4.21,1.58,59.1,4.63,0.68,0.63,0.0
212501,Leander Dendoncker,189,Belgium,76,77,CDM,Aston Villa,8500000,2025.0,2,Right,2,High,High,61,69,76,71,77,81,14,8,14,14,6,1995,12,3,341,3.8,0,0.0,87.2,1.58,1.58,1.32,50.5,1.58,0.26,0.0,0.0
212613,Wesley Saïd,171,France,73,73,CF,Racing Club de Lens,3300000,2024.0,1,Right,4,Medium,Low,74,73,67,76,29,58,11,9,12,12,14,1995,17,6,597,6.6,5,0.0,80.9,0.15,0.15,0.45,36.4,1.52,2.88,0.15,1.36
212622,Joshua Kimmich,177,Germany,89,90,CDM,FC Bayern München,105500000,2025.0,4,Right,3,High,Medium,68,72,87,84,83,79,8,15,7,15,15,1995,19,18,1599,17.8,3,0.22,84.3,1.46,1.29,0.62,99.2,10.4,0.96,1.57,0.51
212626,Davie Selke,195,Germany,71,72,ST,Hertha BSC,2200000,2023.0,1,Right,3,High,Medium,72,71,53,67,37,75,12,11,7,11,14,1995,13,3,282,3.1,1,0.32,60.3,0.32,1.61,7.1,34.8,0.0,2.26,1.94,0.97
212678,Ludwig Augustinsson,181,Sweden,77,77,LB,Aston Villa,9500000,2023.0,2,Left,3,High,Medium,64,62,77,74,74,70,10,12,10,15,8,1994,3,1,77,0.9,0,0.0,60.5,0.0,1.11,4.44,56.7,2.22,1.11,3.33,1.11
212879,Sven Michel,177,Germany,73,73,ST,1. FC Union Berlin,2600000,2024.0,1,Left,3,High,Medium,74,74,66,74,34,73,11,11,11,7,11,1990,13,0,264,2.9,3,0.0,52.9,0.0,0.69,5.17,49.3,1.38,2.41,0.69,0.69
212883,Daniel Amartey,186,Ghana,76,77,CB,Leicester City,7500000,2023.0,1,Right,3,Medium,High,63,55,65,69,76,76,13,13,13,8,15,1994,17,15,1365,15.2,0,0.0,91.5,0.53,3.82,1.91,71.8,3.82,0.46,0.2,0.13
212947,Jimmy Cabot,164,France,75,75,RM,Racing Club de Lens,5500000,2026.0,1,Right,3,High,Medium,88,67,65,78,52,61,14,12,8,14,14,1994,11,5,511,5.7,0,0.18,75.4,0.7,2.11,0.53,75.8,5.61,2.46,0.0,0.18
212977,Niklas Stark,190,Germany,75,77,CB,SV Werder Bremen,6000000,2022.0,2,Right,2,Medium,Medium,75,50,63,67,76,75,7,15,10,15,13,1995,15,11,1063,11.8,0,0.0,83.2,2.03,5.0,1.78,69.6,6.78,1.36,0.68,0.08
213017,Ben Davies,185,England,73,76,CB,Rangers FC,3500000,2026.0,1,Left,2,Medium,Medium,66,39,59,63,74,73,6,15,10,15,6,1993,20,16,1441,16.0,2,0.06,84.4,0.81,2.69,2.25,64.6,3.44,1.19,0.5,0.25
213135,Divock Origi,189,Belgium,76,77,ST,AC Milan,9000000,2026.0,2,Right,4,High,Medium,79,75,67,75,27,73,15,13,16,11,15,1995,15,5,566,6.3,2,0.16,67.3,0.0,1.75,1.43,31.4,0.48,1.11,1.9,1.27
213242,Adrien Tameze,180,France,77,77,CDM,Hellas Verona,10500000,2024.0,1,Right,3,Medium,High,72,65,73,79,78,75,13,16,14,15,14,1994,20,18,1562,17.4,0,0.0,74.3,1.15,1.9,0.98,41.7,2.36,1.03,0.92,0.06
213331,Jonathan Tah,195,Germany,82,84,CB,Bayer 04 Leverkusen,33500000,2025.0,2,Right,2,Medium,Medium,67,37,59,61,83,85,11,8,7,9,14,1996,20,17,1493,16.6,1,0.0,89.1,1.27,4.52,1.87,67.2,4.28,0.48,0.18,0.12
213345,Kingsley Coman,179,France,86,87,LM,FC Bayern München,80000000,2027.0,4,Right,5,Medium,Medium,92,77,79,87,30,61,5,3,5,3,5,1996,14,7,749,8.3,4,0.36,79.6,0.0,0.48,0.6,63.0,3.37,0.72,1.57,0.84
213367,Laurent Abergel,170,France,75,75,CDM,FC Lorient,4800000,2025.0,1,Right,3,Medium,High,69,49,68,72,71,75,7,14,15,8,7,1993,15,15,1165,12.9,0,0.08,87.3,1.16,1.55,0.31,54.7,2.64,0.93,1.01,0.0
213388,Flavien Tait,176,France,77,77,CM,Stade Rennais FC,10500000,2024.0,2,Right,3,High,Medium,70,71,76,79,67,67,12,15,14,8,9,1993,22,16,1359,15.1,2,0.13,85.0,1.19,0.73,0.33,66.6,5.76,1.39,1.32,0.4
213414,William Troost-Ekong,191,Nigeria,71,71,CB,Watford,1600000,2025.0,1,Right,2,Low,Medium,61,32,43,43,72,77,6,15,10,9,7,1993,2,2,180,2.0,0,0.0,84.9,1.0,1.5,1.5,50.0,3.5,0.0,0.0,0.0
213565,Thomas Lemar,171,France,83,86,CAM,Atlético de Madrid,47000000,2023.0,3,Left,4,High,High,82,78,83,87,68,64,11,15,13,7,14,1995,15,9,662,7.4,0,0.27,83.5,0.54,0.81,0.27,68.2,4.19,0.54,0.95,0.41
213655,Alex Iwobi,185,Nigeria,75,76,RM,Everton,6500000,2024.0,2,Right,4,High,Medium,74,64,72,78,38,65,14,7,12,14,11,1996,21,21,1872,20.8,1,0.24,78.9,0.63,0.96,0.19,53.1,3.8,0.48,0.29,0.24
213661,Andreas Christensen,188,Denmark,82,86,CB,FC Barcelona,37500000,2026.0,2,Right,2,Low,Medium,68,32,66,70,84,74,10,12,8,6,8,1996,10,9,723,8.0,0,0.13,94.5,0.88,2.75,2.38,94.5,5.13,0.75,0.38,0.25
213666,Ruben Loftus-Cheek,191,England,76,79,CAM,Chelsea,9500000,2024.0,1,Right,4,Medium,Medium,65,68,75,78,66,75,11,7,12,15,13,1996,15,13,1032,11.5,0,0.0,85.2,0.7,1.48,1.65,63.4,2.17,0.52,2.35,0.17
213868,Jean-Charles Castelletto,185,Cameroon,74,75,CB,FC Nantes,4200000,2026.0,1,Right,2,Medium,Medium,68,30,51,61,75,75,12,14,14,14,9,1995,19,17,1469,16.3,0,0.0,82.6,2.27,3.44,2.94,58.8,3.99,0.74,0.86,0.12
214026,Johan Mojica,185,Colombia,77,77,LB,Villarreal CF,9500000,2026.0,1,Left,3,High,Low,88,65,73,72,72,70,13,8,14,9,15,1992,9,4,457,5.1,0,0.0,82.0,0.39,1.18,0.78,62.2,4.51,0.59,1.96,0.2
214097,Benjamin Bourigeaud,178,France,81,81,RW,Stade Rennais FC,26000000,2026.0,2,Right,3,High,High,76,77,83,81,66,76,14,7,15,11,15,1994,21,21,1699,18.9,3,0.26,73.6,0.85,0.85,0.21,67.4,5.34,0.95,0.53,0.37
214622,Jeremy Toljan,182,Germany,73,73,RB,U.S. Sassuolo Calcio,2900000,2025.0,2,Right,3,Medium,Medium,86,42,63,69,66,67,10,13,10,11,12,1994,19,18,1679,18.7,0,0.05,84.1,0.7,1.66,0.21,60.4,3.8,0.27,0.43,0.0
214680,Gauthier Gallon,186,France,74,76,GK,ESTAC Troyes,3500000,2024.0,1,Right,1,Medium,Medium,75,71,72,76,40,73,75,71,72,73,76,1993,15,15,1350,15.0,0,0.0,70.7,0.13,0.53,0.27,33.0,4.53,0.07,0.07,0.0
214770,Diego González,178,Argentina,71,71,CM,Boca Juniors,875000,2022.0,1,Right,3,Medium,Medium,56,66,69,69,68,71,16,13,7,12,14,1995,11,6,726,8.1,0,0.0,79.9,0.62,4.32,1.85,47.8,5.06,1.73,0.62,0.0
214979,Juan Musso,191,Argentina,81,82,GK,Atalanta,20500000,2025.0,1,Right,1,Medium,Medium,82,78,73,86,44,82,82,78,73,82,86,1994,16,16,1357,15.1,0,0.0,73.9,0.0,0.4,0.0,34.6,9.14,0.0,0.26,0.0
214997,Ángel Correa,171,Argentina,83,84,CF,Atlético de Madrid,42500000,2026.0,2,Right,4,High,Medium,85,84,77,87,50,74,13,10,9,8,16,1995,19,8,821,9.1,5,0.0,78.5,0.99,0.44,0.22,48.9,1.1,0.99,1.21,1.21
215247,Marcus Ingvartsen,186,Denmark,73,74,ST,1. FSV Mainz 05,3600000,2025.0,1,Left,3,Medium,Medium,64,77,66,74,38,72,12,13,10,14,7,1996,14,8,633,7.0,6,0.0,62.2,0.14,0.71,2.43,38.7,0.57,2.29,1.43,0.71
215316,Gerónimo Rulli,189,Argentina,82,82,GK,Villarreal CF,20500000,2024.0,3,Right,1,Medium,Medium,82,79,80,83,54,81,82,79,80,81,83,1992,14,14,1260,14.0,0,0.0,85.5,0.07,0.43,0.21,41.4,7.79,0.0,0.07,0.0
215330,Joaquín Correa,189,Argentina,80,80,RW,Inter,23000000,2025.0,1,Right,4,Medium,Medium,84,75,76,84,39,69,11,10,7,8,8,1994,17,4,436,4.8,3,0.21,73.8,0.0,0.0,0.83,37.7,1.46,1.25,2.08,1.04
215333,Duván Zapata,189,Colombia,83,83,ST,Atalanta,30500000,2024.0,2,Right,3,High,Medium,78,82,63,79,35,85,9,9,8,6,8,1991,15,8,670,7.4,1,0.14,66.8,0.0,1.22,3.24,38.5,1.62,0.95,2.43,0.68
215353,Lucas Alario,185,Argentina,78,78,ST,Eintracht Frankfurt,14000000,2025.0,2,Right,3,High,Medium,66,78,58,74,30,75,8,15,7,15,15,1992,12,2,248,2.8,1,0.0,69.5,0.0,3.57,3.93,33.2,1.43,2.14,0.71,0.71
215363,Lorenzo Montipò,191,Italy,76,80,GK,Hellas Verona,8000000,2025.0,1,Right,1,Medium,Medium,76,74,72,80,41,74,76,74,72,74,80,1996,21,21,1890,21.0,0,0.0,65.2,0.0,1.1,0.1,35.4,11.3,0.0,0.1,0.0
215410,Brendan Chardonnet,181,France,75,78,CB,Stade Brestois 29,6500000,2025.0,1,Right,2,Medium,High,54,45,54,60,75,76,10,14,10,11,13,1994,18,17,1575,17.5,0,0.0,81.8,2.06,2.8,2.91,57.1,7.77,1.43,1.03,0.06
215449,Robert Skov,185,Denmark,74,75,RW,TSG Hoffenheim,5000000,2024.0,1,Left,3,Medium,Medium,78,77,76,72,64,68,15,16,15,13,11,1996,16,14,1051,11.7,3,0.17,70.5,0.68,1.37,0.51,61.4,3.25,1.2,1.54,0.85
215556,Edimilson Fernandes,187,Switzerland,71,73,CDM,1. FSV Mainz 05,2300000,2023.0,1,Right,2,Medium,Medium,67,65,67,72,70,66,12,7,13,15,13,1996,18,14,1268,14.1,0,0.14,72.8,2.48,2.7,1.06,55.5,6.31,0.99,0.78,0.07
215689,Andrea Petagna,190,Italy,76,77,ST,AC Monza,9000000,2023.0,2,Left,3,Medium,Medium,59,75,68,75,34,81,3,3,3,5,3,1995,16,10,860,9.6,2,0.31,71.4,0.21,1.04,1.67,37.0,1.15,1.25,1.56,0.63
215698,Mike Maignan,191,France,87,90,GK,AC Milan,80000000,2026.0,2,Right,1,Medium,Medium,85,82,85,89,51,85,85,82,85,85,89,1995,7,7,630,7.0,0,0.0,77.2,0.14,0.29,0.14,36.6,8.86,0.0,0.14,0.0
215699,Youssouf Sabaly,173,Senegal,76,76,RB,Real Betis Balompié,6500000,2026.0,2,Right,3,Medium,Medium,77,46,64,71,73,70,9,11,8,15,11,1993,14,11,996,11.1,0,0.0,82.7,0.9,2.43,0.36,66.6,1.89,0.99,1.89,0.09
215798,Maxwel Cornet,179,Côte d'Ivoire,78,81,ST,West Ham United,18500000,2027.0,2,Left,3,High,Medium,87,76,71,77,67,77,16,13,8,12,9,1996,5,1,91,1.0,0,0.0,66.7,0.0,0.0,2.0,42.0,0.0,2.0,2.0,1.0
215914,N'Golo Kanté,168,France,89,89,CDM,Chelsea,72000000,2023.0,4,Right,2,Medium,High,72,66,74,81,87,82,15,12,10,7,10,1991,2,2,174,1.9,0,0.0,82.9,1.58,0.0,0.0,75.8,1.58,0.0,0.0,0.53
