ID,FullName,Height,Nationality,Overall,Potential,BestPosition,Club,ValueEUR,ContractUntil,PreferredFoot,IntReputation,PreferredFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Born,MP,Starts,Min,90s,Goals,Assists,PasTotCmp%,PasProg,GCA,SCA,Tkl+Int,CarProg,Clr,TouDefPen,AerWon%,TouDef3rd,PasLonCmp%,Err,Recov
215798,Maxwel Cornet,179,Côte d'Ivoire,78,81,ST,West Ham United,18500000,2027.0,Left,2,Left,3,High,Medium,87,76,71,77,67,77,16,13,8,12,9,1996,5,1,91,1.0,0,0.0,66.7,2.0,0.0,1.0,4.0,2.0,0.0,0.0,40.0,6.0,0.0,0.0,5.0
215353,Lucas Alario,185,Argentina,78,78,ST,Eintracht Frankfurt,14000000,2025.0,Right,2,Right,3,High,Medium,66,78,58,74,30,75,8,15,7,15,15,1992,12,2,248,2.8,1,0.0,69.5,1.79,0.71,2.5,1.07,0.71,3.57,3.57,40.7,5.71,100.0,0.0,2.86
211515,Pierluigi Gollini,194,Italy,78,81,GK,Fiorentina,14000000,2023.0,Right,2,Right,1,Medium,Medium,78,79,73,80,47,74,78,79,73,74,80,1995,3,3,270,3.0,0,0.0,76.2,0.0,0.0,0.0,0.33,0.0,0.67,38.7,0.0,43.7,54.5,0.0,0.67
210665,Marcel Halstenberg,188,Germany,78,78,CB,RB Leipzig,11500000,2024.0,Left,2,Left,3,High,Medium,63,66,73,71,76,79,9,15,14,10,16,1991,17,10,977,10.9,1,0.09,80.3,3.67,0.09,1.65,3.39,0.92,1.47,2.39,58.6,24.5,54.2,0.0,4.68
208920,Nathan Aké,180,Netherlands,78,80,CB,Manchester City,15000000,2025.0,Left,3,Left,2,Medium,High,76,53,70,70,79,75,10,7,7,16,10,1995,15,13,1156,12.8,0,0.0,91.5,7.34,0.16,1.17,2.27,1.09,1.64,4.53,56.4,31.8,67.6,0.0,5.0
208334,Jonas Hector,185,Germany,78,78,LB,1. FC Köln,9500000,2023.0,Left,2,Left,3,Medium,Medium,63,60,76,75,78,75,9,10,10,12,14,1990,17,17,1474,16.4,0,0.06,74.9,4.21,0.24,2.38,4.21,1.89,2.38,4.09,64.3,21.0,50.5,0.0,6.34
208004,Joël Veltman,184,Netherlands,78,78,CB,Brighton & Hove Albion,11500000,2023.0,Right,2,Right,2,Medium,Medium,64,49,67,70,79,76,7,10,6,9,11,1992,19,15,1373,15.3,0,0.07,83.3,6.99,0.13,1.37,3.59,2.03,2.81,4.77,44.8,26.2,56.1,0.0,5.03
236610,Moise Kean,182,Italy,78,86,ST,Juventus,32000000,2023.0,Right,2,Right,3,High,Medium,85,76,57,77,40,75,13,8,10,7,9,2000,19,8,725,8.1,4,0.0,72.4,1.23,0.12,3.33,1.48,2.84,0.25,0.37,30.8,2.96,66.7,0.0,3.33
236506,Marcos Senesi,183,Argentina,78,83,CB,AFC Bournemouth,18500000,2026.0,Left,2,Left,3,Medium,Medium,60,42,69,74,79,78,10,13,11,7,8,1997,18,17,1428,15.9,1,0.0,78.3,1.7,0.06,0.44,3.52,0.19,5.09,11.6,52.2,37.8,50.0,0.0,5.72
138412,James Milner,175,England,78,78,CDM,Liverpool,4400000,2023.0,Right,2,Right,3,Medium,High,52,70,80,76,77,74,12,9,10,8,6,1986,14,5,546,6.1,0,0.16,74.0,6.56,0.33,4.43,3.28,1.97,1.48,2.46,43.8,18.7,43.9,0.0,5.74
197853,Serge Aurier,174,Côte d'Ivoire,78,78,RB,Nottingham Forest,12500000,2023.0,Right,2,Right,3,High,Medium,73,62,74,74,75,75,7,10,15,16,9,1992,14,12,1082,12.0,1,0.0,68.1,3.67,0.0,1.58,4.75,2.33,3.83,5.08,65.2,24.5,45.8,0.0,6.58
221697,Ollie Watkins,180,England,78,81,ST,Aston Villa,18500000,2025.0,Right,2,Right,3,High,High,84,76,68,74,46,77,14,14,14,6,10,1995,20,19,1628,18.1,5,0.22,70.5,1.38,0.5,2.49,0.88,1.44,0.88,0.99,39.0,2.6,72.7,0.0,2.43
222501,Timothy Castagne,185,Belgium,78,80,RWB,Leicester City,16000000,2025.0,Right,1,Right,3,High,Medium,76,58,71,75,75,73,14,9,15,10,15,1995,21,20,1821,20.2,1,0.1,80.1,2.82,0.15,1.39,3.51,1.24,2.77,3.71,44.6,22.7,53.8,0.0,4.95
223061,Franco Cervi,165,Argentina,78,78,LM,RC Celta de Vigo,14000000,2024.0,Left,2,Left,4,High,High,88,67,72,80,55,54,12,8,9,11,10,1994,19,16,1315,14.6,0,0.14,71.0,2.67,0.21,2.53,5.27,1.92,0.75,0.75,26.9,9.93,37.3,0.0,6.99
223197,Enes Ünal,187,Turkey,78,82,ST,Getafe CF,20000000,2025.0,Right,1,Right,3,High,Medium,69,81,65,75,40,76,8,14,8,13,13,1997,20,20,1731,19.2,6,0.16,64.1,1.2,0.26,2.03,0.78,1.15,1.35,1.56,45.4,3.13,52.9,0.0,2.81
223874,Valentin Rongier,172,France,78,79,CDM,Olympique de Marseille,16000000,2024.0,Right,2,Right,3,Medium,Medium,71,66,76,78,77,80,11,8,12,7,11,1994,22,20,1772,19.7,1,0.0,88.7,6.24,0.05,2.18,4.01,1.12,0.86,2.08,69.4,14.9,78.0,0.05,7.77
223885,Alexander Nübel,193,Germany,78,84,GK,AS Monaco,17500000,2023.0,Right,1,Right,1,Medium,Medium,75,71,70,84,48,76,75,71,70,76,84,1996,23,23,2070,23.0,0,0.0,74.6,0.0,0.04,0.35,0.04,0.0,0.22,26.6,80.0,31.9,57.3,0.09,1.22
224030,Maxime Lopez,167,France,78,81,CAM,U.S. Sassuolo Calcio,19000000,2025.0,Right,1,Right,4,Medium,Medium,72,71,79,82,67,57,7,14,13,11,6,1997,14,12,1120,12.4,0,0.0,87.3,8.39,0.16,2.66,2.82,2.18,0.89,2.66,60.0,17.3,76.3,0.0,7.02
224069,Karl Toko Ekambi,185,Cameroon,78,78,LM,Olympique Lyonnais,14000000,2024.0,Right,2,Right,3,High,Low,83,78,72,76,25,68,10,12,12,8,14,1992,2,2,143,1.6,0,0.0,62.9,2.5,0.0,1.25,1.88,3.13,0.0,0.0,33.3,3.13,100.0,0.0,5.0
224196,Ramy Bensebaini,187,Algeria,78,79,LB,Borussia Mönchengladbach,15000000,2023.0,Left,2,Left,3,High,Medium,70,64,72,74,76,79,6,13,14,7,14,1995,18,18,1608,17.9,5,0.0,76.5,3.52,0.11,1.28,2.74,1.51,3.74,5.31,65.2,23.1,50.8,0.06,5.87
225116,Alex Meret,190,Italy,78,81,GK,Napoli,14500000,2023.0,Left,2,Left,1,Medium,Medium,79,73,70,81,44,77,79,73,70,77,81,1997,21,21,1890,21.0,0,0.0,86.6,0.0,0.0,0.05,0.0,0.0,0.24,26.0,100.0,29.8,62.3,0.05,1.9
198946,Danilo D'Ambrosio,180,Italy,78,78,CB,Inter,6500000,2023.0,Right,2,Right,3,Low,Medium,68,56,67,71,79,75,9,10,15,13,15,1988,4,1,107,1.2,0,0.0,86.9,5.83,0.0,1.67,5.0,1.67,5.0,10.0,50.0,36.7,44.4,0.0,3.33
220621,Saïd Benrahma,172,Algeria,78,78,LM,West Ham United,15500000,2026.0,Right,1,Right,4,High,Medium,75,73,75,81,40,56,16,7,8,11,11,1995,20,12,1193,13.3,3,0.08,80.4,3.46,0.08,4.51,1.5,4.36,0.68,0.75,33.3,5.71,43.2,0.0,5.04
204082,John Brooks,193,United States,78,79,CB,SL Benfica,13000000,2023.0,Left,2,Left,2,Medium,Medium,58,40,58,61,79,76,8,7,10,9,10,1993,3,3,270,3.0,0,0.0,81.4,4.67,0.0,0.0,3.67,0.33,5.33,10.3,75.0,38.0,51.9,0.0,5.33
202848,Gianluca Caprari,176,Italy,78,78,CAM,AC Monza,14500000,2023.0,Right,2,Right,3,High,Low,85,73,76,83,33,55,9,8,14,6,11,1993,21,18,1327,14.7,4,0.07,79.9,2.99,0.54,2.72,0.82,3.81,0.07,0.27,26.7,4.01,67.4,0.0,3.74
202750,Willy Boly,195,Côte d'Ivoire,78,78,CB,Nottingham Forest,9500000,2024.0,Right,1,Right,2,Medium,Medium,58,36,64,63,77,79,7,8,15,10,9,1991,8,8,592,6.6,0,0.15,75.4,1.52,0.15,0.76,3.79,0.15,5.76,9.09,66.7,33.5,42.9,0.0,5.3
202371,Thomas Meunier,191,Belgium,78,78,RB,Borussia Dortmund,12000000,2024.0,Right,2,Right,3,High,Medium,73,74,74,72,74,81,8,13,15,6,9,1991,9,7,566,6.3,0,0.0,74.1,4.76,0.0,2.7,3.81,1.43,2.38,3.65,70.0,20.3,58.6,0.0,6.98
201143,Aïssa Mandi,184,Algeria,78,78,CB,Villarreal CF,11500000,2025.0,Right,1,Right,2,High,Medium,62,46,72,69,79,73,15,16,9,10,14,1991,9,5,441,4.9,0,0.0,90.3,3.47,0.41,0.61,3.67,1.02,3.47,6.73,50.0,30.8,82.4,0.0,3.88
200215,Sebastian Rode,180,Germany,78,78,CDM,Eintracht Frankfurt,10000000,2024.0,Right,2,Right,3,High,High,59,65,72,74,77,74,9,8,14,7,11,1990,16,9,720,8.0,3,0.13,84.4,6.13,0.25,2.13,3.13,1.75,1.0,2.25,50.0,12.1,64.3,0.0,6.38
199652,Dennis Praet,181,Belgium,78,78,CAM,Leicester City,14000000,2024.0,Right,2,Right,4,Medium,Medium,66,72,78,79,63,66,6,6,10,14,10,1994,12,4,377,4.2,1,0.0,74.3,2.38,0.0,1.19,2.86,2.38,0.95,1.67,0.0,8.1,46.2,0.0,6.67
226268,Federico Dimarco,175,Italy,78,83,LWB,Inter,20000000,2026.0,Left,2,Left,3,Medium,Medium,76,65,76,75,74,69,9,8,12,7,7,1997,21,19,1467,16.3,3,0.06,72.2,3.5,0.25,4.05,2.09,1.96,1.17,2.15,25.0,14.2,48.8,0.0,5.09
226515,Andrei Girotto,186,Brazil,78,78,CB,FC Nantes,11500000,2024.0,Right,1,Right,2,Medium,High,58,67,68,69,79,73,11,7,9,6,12,1992,21,21,1872,20.8,1,0.05,83.8,4.04,0.24,0.96,5.91,0.1,5.63,9.71,66.3,29.6,69.7,0.05,4.28
230977,Miguel Almirón,174,Paraguay,78,78,RM,Newcastle United,14000000,2024.0,Left,1,Left,4,High,High,86,71,73,79,53,61,6,9,13,13,12,1994,22,22,1816,20.2,10,0.05,82.5,4.8,0.45,3.07,2.13,2.82,0.45,0.79,30.8,5.05,69.7,0.0,5.1
231366,Philipp Lienhart,189,Austria,78,80,CB,Sport-Club Freiburg,15500000,2024.0,Right,2,Right,2,Medium,Medium,70,28,56,62,80,74,14,8,11,12,14,1996,20,19,1741,19.3,1,0.0,86.1,3.16,0.1,0.73,2.28,0.52,3.47,8.08,64.6,36.4,65.8,0.0,5.96
231410,Brahim Díaz,171,Spain,78,86,CAM,AC Milan,31500000,2023.0,Right,1,Right,4,High,Medium,78,69,76,82,30,50,13,9,13,10,6,1999,19,15,1036,11.5,4,0.26,78.6,6.09,0.7,4.26,1.91,4.0,0.35,0.26,15.4,3.13,53.1,0.0,5.3
231521,Exequiel Palacios,178,Argentina,78,83,CM,Bayer 04 Leverkusen,19500000,2025.0,Right,2,Right,3,High,High,66,73,75,78,74,72,10,5,8,9,6,1998,15,10,835,9.3,1,0.11,86.4,6.02,0.22,3.33,5.48,0.54,1.4,3.23,58.3,19.5,73.5,0.0,9.25
232440,Caio Henrique Oliveira Silva,179,Brazil,78,82,LWB,AS Monaco,18500000,2027.0,Left,1,Left,3,High,Medium,75,57,77,78,73,62,11,15,9,6,8,1997,20,19,1712,19.0,1,0.37,75.7,5.63,0.58,3.11,3.11,1.53,2.11,3.16,31.3,18.5,33.9,0.05,6.32
232487,Wataru Endo,178,Japan,78,78,CM,VfB Stuttgart,13500000,2024.0,Right,2,Right,3,Medium,High,67,64,70,78,78,75,9,13,7,11,5,1993,19,19,1662,18.5,3,0.05,77.4,4.59,0.11,2.27,3.14,1.03,2.32,4.11,60.0,16.4,67.3,0.0,7.14
232905,Junya Ito,177,Japan,78,78,RW,Stade de Reims,14000000,2026.0,Right,1,Right,4,High,Medium,89,71,73,78,58,70,13,12,15,5,7,1993,19,18,1511,16.8,4,0.06,61.5,3.81,0.24,3.69,1.67,3.93,0.06,0.24,38.9,4.82,37.9,0.0,4.29
233084,Nahuel Molina,175,Argentina,78,84,RWB,Atlético de Madrid,21000000,2027.0,Right,1,Right,2,High,High,82,67,71,76,71,69,12,13,8,5,10,1998,16,16,1374,15.3,0,0.07,72.4,4.12,0.26,3.27,2.55,2.68,2.03,2.42,44.1,21.0,43.1,0.07,4.84
235134,Pablo Rosario,188,Netherlands,78,82,CDM,OGC Nice,18000000,2025.0,Right,1,Right,3,Medium,Medium,64,64,71,75,76,79,12,12,7,9,5,1997,17,9,984,10.9,0,0.0,89.4,5.23,0.09,1.83,3.21,1.19,1.74,3.67,56.3,17.3,83.6,0.0,4.68
195086,Dejan Lovren,188,Croatia,78,78,CB,Free agent,0,,Right,2,Right,2,Medium,High,53,40,59,62,80,77,14,14,13,10,7,1989,5,5,426,4.7,0,0.0,89.7,6.17,0.0,1.28,2.77,1.06,3.62,7.02,73.1,28.5,75.8,0.0,4.68
220440,Clément Lenglet,186,France,78,81,CB,Tottenham Hotspur,16000000,2023.0,Left,2,Left,2,Medium,Medium,68,45,69,64,77,76,10,10,9,12,7,1995,13,11,935,10.4,0,0.19,87.8,3.94,0.29,1.06,2.6,1.35,2.6,8.65,67.6,39.5,59.0,0.19,4.62
227927,Kyle Walker-Peters,174,England,78,83,RB,Southampton,19000000,2025.0,Right,1,Right,3,High,Medium,76,43,68,76,74,71,9,8,7,11,12,1997,16,16,1402,15.6,1,0.0,72.6,3.08,0.13,1.86,2.69,3.53,1.73,2.44,43.3,14.4,43.1,0.0,5.32
228093,Marcus Thuram,192,France,78,83,ST,Borussia Mönchengladbach,21500000,2023.0,Right,2,Right,3,Medium,Medium,81,77,71,78,48,76,11,13,14,9,15,1997,18,18,1612,17.9,10,0.17,73.1,1.84,0.45,2.46,0.95,2.74,0.67,1.23,37.7,2.57,50.0,0.0,2.57
228413,Emil Audero,192,Italy,78,81,GK,U.C. Sampdoria,14500000,2026.0,Right,1,Right,1,Medium,Medium,80,74,73,82,53,76,80,74,73,76,82,1997,21,21,1890,21.0,0,0.0,65.7,0.0,0.0,0.19,0.0,0.0,0.24,31.8,100.0,38.4,47.1,0.0,1.52
229857,Stefano Sensi,168,Italy,78,79,CAM,AC Monza,16500000,2023.0,Right,1,Right,4,Medium,Medium,75,61,83,84,65,57,10,6,8,11,13,1995,14,12,966,10.7,2,0.0,85.7,8.69,0.37,3.46,4.67,1.59,0.28,1.5,58.3,17.3,69.2,0.0,6.54
230021,Joseph Aidoo,184,Ghana,78,81,CB,RC Celta de Vigo,16500000,2026.0,Right,1,Right,2,Medium,High,75,27,48,50,76,88,11,6,9,13,6,1995,20,20,1800,20.0,2,0.0,85.4,2.85,0.0,0.3,2.5,0.5,4.2,8.7,48.6,31.6,65.1,0.0,6.5
230084,Lukas Nmecha,185,Germany,78,83,ST,VfL Wolfsburg,21500000,2025.0,Right,1,Right,3,Medium,Low,82,77,66,77,40,77,9,11,11,8,6,1998,13,10,834,9.3,4,0.0,66.5,1.61,0.22,2.8,0.86,1.51,0.32,0.43,48.6,1.72,81.8,0.0,1.61
212419,Tyrone Mings,196,England,78,78,CB,Aston Villa,12000000,2024.0,Left,2,Left,3,High,Medium,71,44,67,66,78,80,7,10,13,7,15,1993,19,19,1710,19.0,0,0.05,84.0,3.0,0.16,0.79,2.11,0.47,4.21,9.47,63.8,32.8,51.8,0.05,5.21
213242,Adrien Tameze,180,France,77,77,CDM,Hellas Verona,10500000,2024.0,Right,1,Right,3,Medium,High,72,65,73,79,78,75,13,16,14,15,14,1994,20,18,1562,17.4,0,0.0,74.3,3.51,0.17,1.44,2.64,0.75,1.9,3.22,48.6,11.1,59.4,0.11,5.92
213388,Flavien Tait,176,France,77,77,CM,Stade Rennais FC,10500000,2024.0,Right,2,Right,3,High,Medium,70,71,76,79,67,67,12,15,14,8,9,1993,22,16,1359,15.1,2,0.13,85.0,8.41,0.4,3.18,2.98,2.52,0.73,1.66,38.5,7.75,77.0,0.0,7.35
214026,Johan Mojica,185,Colombia,77,77,LB,Villarreal CF,9500000,2026.0,Left,1,Left,3,High,Low,88,65,73,72,72,70,13,8,14,9,15,1992,9,4,457,5.1,0,0.0,82.0,2.94,0.0,2.16,2.75,4.31,1.18,1.76,66.7,18.6,63.9,0.2,7.25
205193,Karim Rekik,186,Netherlands,77,80,CB,Sevilla FC,12000000,2025.0,Left,1,Left,2,Low,High,64,39,60,63,76,75,9,9,14,14,9,1994,10,9,664,7.4,1,0.14,94.1,5.0,0.27,0.95,1.08,1.35,1.76,4.86,73.3,27.7,67.6,0.0,4.59
204024,Christoph Kramer,191,Germany,77,77,CDM,Borussia Mönchengladbach,7500000,2023.0,Right,2,Right,3,High,High,42,50,70,71,76,73,8,13,9,6,8,1991,18,18,1462,16.2,0,0.0,81.3,3.7,0.06,1.79,2.04,1.3,1.42,2.1,45.2,15.2,54.0,0.0,4.14
203843,Damián Suárez,173,Uruguay,77,77,RB,Getafe CF,3900000,2023.0,Right,1,Right,3,High,Medium,69,69,72,73,75,75,16,9,9,15,7,1988,13,12,900,10.0,1,0.0,69.5,4.6,0.1,2.5,3.5,1.0,1.9,2.2,80.0,16.0,37.1,0.0,5.7
202325,Diego Demme,172,Germany,77,77,CDM,Napoli,9000000,2024.0,Right,2,Right,3,Medium,High,56,47,74,75,73,72,14,10,14,12,9,1991,3,0,22,0.2,0,0.0,100.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5.0
231227,Niklas Dorsch,178,Germany,77,82,CM,FC Augsburg,14500000,2026.0,Right,1,Right,3,Medium,Medium,72,72,74,78,73,73,12,9,5,9,5,1998,4,0,80,0.9,0,0.0,70.7,4.44,0.0,2.22,8.89,2.22,1.11,2.22,0.0,25.6,60.0,0.0,12.2
201417,Matt Doherty,182,Republic of Ireland,77,77,RWB,Tottenham Hotspur,9000000,2024.0,Right,1,Right,3,High,Medium,68,65,73,73,74,75,15,8,12,11,9,1992,12,7,667,7.4,1,0.0,80.6,2.7,0.41,2.43,3.24,2.16,1.89,3.65,60.6,19.5,51.4,0.14,4.19
200726,Benjamin Lecomte,186,France,77,77,GK,RCD Espanyol de Barcelona,5500000,2023.0,Left,2,Left,1,Medium,Medium,76,74,78,76,41,76,76,74,78,76,76,1991,10,10,899,10.0,0,0.0,65.1,0.0,0.0,0.2,0.0,0.0,0.3,22.8,0.0,29.0,50.0,0.2,1.6
199393,Nicolas Pallois,189,France,77,77,CB,FC Nantes,3400000,2024.0,Left,2,Left,2,Medium,High,37,54,61,61,77,84,15,16,10,15,6,1987,16,16,1368,15.2,0,0.0,84.2,3.36,0.0,0.13,4.47,0.2,4.93,7.3,56.4,28.8,65.8,0.13,7.63
198784,Alex Oxlade-Chamberlain,175,England,77,77,CAM,Liverpool,10500000,2023.0,Right,2,Right,4,High,High,80,74,76,81,67,74,16,9,6,9,9,1993,8,4,314,3.5,1,0.0,73.7,3.43,0.0,2.57,1.71,3.14,1.14,0.86,20.0,4.86,53.8,0.0,5.43
198032,Dan Burn,198,England,77,77,CB,Newcastle United,8500000,2024.0,Left,1,Left,2,Medium,High,47,33,65,63,77,80,15,13,7,8,10,1992,22,21,1854,20.6,0,0.0,79.3,3.25,0.05,0.97,2.14,0.73,4.03,5.29,67.9,24.7,52.6,0.05,4.47
212678,Ludwig Augustinsson,181,Sweden,77,77,LB,Aston Villa,9500000,2023.0,Left,2,Left,3,High,Medium,64,62,77,74,74,70,10,12,10,15,8,1994,3,1,77,0.9,0,0.0,60.5,0.0,0.0,0.0,1.11,0.0,1.11,3.33,80.0,21.1,25.0,0.0,10.0
212228,Ivan Toney,187,England,77,79,ST,Brentford,13000000,2025.0,Right,1,Right,3,High,High,78,77,64,73,49,82,16,8,8,7,8,1996,20,20,1789,19.9,14,0.15,58.7,2.36,0.3,2.11,1.26,0.25,1.06,1.51,48.3,4.17,50.0,0.0,2.96
212219,Alexander Djiku,182,Ghana,77,79,CB,RC Strasbourg Alsace,11000000,2023.0,Right,2,Right,2,Low,High,69,42,66,69,76,81,11,7,9,10,11,1994,21,21,1796,20.0,1,0.1,81.0,5.7,0.1,0.6,4.0,0.2,4.8,8.5,68.2,30.4,67.3,0.15,4.9
231633,Issa Diop,194,France,77,82,CB,Fulham,14000000,2027.0,Right,2,Right,2,Medium,Medium,62,36,52,56,78,78,10,7,6,14,9,1997,15,12,1146,12.7,1,0.0,84.8,3.62,0.0,0.39,2.83,0.55,2.99,7.24,59.0,32.1,62.6,0.0,5.12
232080,Jack Harrison,175,England,77,80,LM,Leeds United,14000000,2024.0,Left,1,Left,4,High,High,80,72,71,79,49,69,11,8,10,6,11,1996,19,17,1328,14.8,1,0.27,63.6,3.85,0.34,4.26,1.96,4.12,0.47,0.81,14.8,5.2,30.4,0.0,5.74
232104,Daniel James,171,Wales,77,82,RM,Fulham,16000000,2023.0,Right,1,Right,3,High,High,95,70,69,76,47,68,7,6,11,15,9,1997,4,2,198,2.2,0,0.0,60.0,1.36,0.0,1.82,3.64,2.73,0.91,0.45,0.0,4.09,0.0,0.0,3.18
232498,Isaac Palazón Camacho,169,Spain,77,77,RM,Rayo Vallecano,11000000,2025.0,Left,1,Left,3,High,Medium,84,73,72,80,39,63,11,8,10,13,15,1994,19,18,1500,16.7,5,0.24,73.8,3.83,0.48,3.41,1.98,1.32,0.84,1.02,25.0,6.05,41.1,0.0,5.69
232639,Ritsu Doan,172,Japan,77,83,CAM,Sport-Club Freiburg,16500000,2024.0,Left,1,Left,4,Medium,Medium,79,71,73,81,40,59,8,5,6,13,14,1998,20,18,1484,16.5,2,0.18,71.1,2.79,0.36,2.67,3.15,3.58,0.36,0.73,6.3,5.09,67.9,0.0,4.73
235036,Wout Faes,187,Belgium,77,82,CB,Leicester City,14500000,2027.0,Right,1,Right,2,Medium,Medium,59,38,55,58,78,77,12,10,8,7,7,1998,16,16,1440,16.0,0,0.0,86.4,2.94,0.13,0.5,3.44,0.25,3.44,12.1,56.9,43.6,56.3,0.06,5.63
236368,Giulio Maggiore,184,Italy,77,81,CM,US Salernitana 1919,15000000,2026.0,Right,1,Right,3,High,Medium,74,62,71,76,72,72,6,8,9,8,6,1998,10,9,653,7.3,0,0.0,76.3,6.3,0.14,1.92,3.01,0.68,0.55,1.51,40.0,13.4,56.0,0.0,8.08
211117,Dele Alli,188,England,77,80,ST,Beşiktaş JK,14000000,2023.0,Right,3,Right,4,Medium,Medium,65,77,75,78,64,71,7,6,9,11,8,1996,2,0,40,0.4,0,0.0,80.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,33.3,2.5,0.0,0.0,5.0
211381,Sofiane Boufal,175,Morocco,77,77,CAM,Angers SCO,11000000,2024.0,Right,2,Right,4,Medium,Low,79,71,75,84,30,56,9,16,10,14,7,1993,13,9,834,9.3,4,0.32,76.0,6.02,0.65,5.59,2.04,5.05,0.11,0.11,10.0,4.62,50.0,0.0,3.87
212187,Philipp Max,177,Germany,77,77,LB,PSV,9500000,2024.0,Left,2,Left,3,High,Medium,78,65,77,75,70,74,15,12,11,8,11,1993,1,1,68,0.8,0,0.0,77.2,0.0,0.0,0.0,1.25,0.0,2.5,6.25,100.0,15.0,40.0,0.0,3.75
197948,Florian Lejeune,189,France,77,77,CB,Rayo Vallecano,7000000,2023.0,Right,2,Right,2,Medium,High,52,57,62,64,77,72,11,15,15,12,7,1991,18,18,1488,16.5,3,0.0,79.5,2.67,0.06,0.61,1.7,0.24,4.36,6.48,64.8,27.9,56.3,0.0,4.42
216158,Silvan Widmer,183,Switzerland,77,77,RWB,1. FSV Mainz 05,9500000,2024.0,Right,2,Right,3,High,Medium,78,62,72,74,72,79,10,8,7,5,14,1993,16,14,1173,13.0,2,0.0,69.7,2.85,0.0,1.92,3.31,0.69,1.23,1.54,35.5,15.2,44.0,0.0,5.15
216258,Ihlas Bebou,185,Togo,77,77,RW,TSG Hoffenheim,11000000,2026.0,Right,2,Right,4,High,Medium,89,75,68,79,34,63,10,11,12,11,11,1994,5,4,310,3.4,2,0.0,61.4,1.47,0.0,2.06,2.06,2.06,0.29,0.88,38.9,2.94,33.3,0.0,4.12
216820,Moses Simon,168,Nigeria,77,77,LM,FC Nantes,11500000,2024.0,Right,2,Right,4,High,Medium,90,70,69,81,33,65,7,13,12,13,9,1995,19,19,1565,17.4,5,0.11,64.3,1.95,0.06,3.22,1.15,4.89,0.17,0.06,20.0,3.51,40.6,0.0,4.14
218659,Matt Targett,183,England,77,78,LB,Newcastle United,11500000,2026.0,Left,1,Left,3,High,Medium,69,47,72,72,74,69,10,15,8,11,14,1995,10,4,426,4.7,0,0.0,76.3,6.6,0.0,2.77,3.83,0.43,2.55,2.55,56.3,17.0,29.5,0.0,6.6
220523,Yerry Mina,195,Colombia,77,79,CB,Everton,11000000,2023.0,Right,2,Right,2,Medium,High,37,54,59,58,78,77,10,8,12,9,12,1994,3,3,234,2.6,1,0.0,89.7,2.69,0.0,0.38,4.23,0.38,3.46,9.62,50.0,35.4,63.6,0.0,4.62
220633,Demarai Gray,183,England,77,78,RW,Everton,12500000,2024.0,Right,2,Right,4,High,Medium,86,76,69,81,37,58,6,11,11,13,10,1996,20,19,1679,18.7,3,0.05,68.4,2.03,0.21,3.48,1.39,3.53,0.8,0.91,28.0,4.12,36.7,0.0,3.69
220876,Franck Honorat,180,France,77,78,LM,Stade Brestois 29,12500000,2025.0,Right,2,Right,4,High,Medium,81,75,71,77,47,61,10,15,7,14,15,1996,22,20,1730,19.2,3,0.16,64.2,2.34,0.36,4.38,2.4,3.91,0.52,0.68,36.7,6.2,42.7,0.0,5.05
221491,Nico Elvedi,189,Switzerland,77,81,CB,Borussia Mönchengladbach,13000000,2024.0,Right,2,Right,2,Low,Medium,70,39,64,68,78,78,9,15,10,12,9,1996,17,17,1485,16.5,2,0.0,92.6,2.73,0.06,0.79,2.73,0.67,4.0,10.5,59.2,42.5,73.1,0.06,4.97
222041,Lucas Boyé,183,Argentina,77,80,ST,Elche CF,14000000,2024.0,Right,1,Right,4,High,Low,70,78,64,78,49,80,14,7,11,15,7,1996,18,15,1217,13.5,1,0.15,78.2,2.3,0.37,2.37,2.0,2.3,1.7,1.93,37.2,3.56,81.0,0.0,3.56
222357,Breel Embolo,187,Switzerland,77,80,ST,AS Monaco,14000000,2026.0,Right,2,Right,3,Medium,Medium,84,75,70,74,51,82,13,6,7,7,12,1997,23,17,1542,17.1,12,0.12,68.6,2.4,0.47,3.16,1.05,0.99,0.7,0.99,43.5,2.05,81.8,0.0,2.87
222493,Marvin Friedrich,193,Germany,77,79,CB,Borussia Mönchengladbach,11500000,2026.0,Right,1,Right,2,Medium,Medium,63,41,57,53,79,76,10,13,13,15,14,1995,15,10,964,10.7,1,0.0,85.1,2.8,0.0,0.65,2.24,0.28,3.64,8.41,70.5,47.5,48.1,0.0,4.95
223597,Ruben Aguilar,172,France,77,77,RB,AS Monaco,9500000,2025.0,Right,2,Right,3,High,High,73,53,71,75,73,76,15,8,16,10,13,1993,13,7,615,6.8,0,0.0,81.7,6.47,0.29,1.18,3.82,1.47,2.79,3.38,35.7,17.6,54.3,0.0,5.29
